AGE,PAY_6,BILL_AMT1,PAY_AMT2,PAY_AMT1,ID,PAY_5,BILL_AMT5,PAY_0,PAY_2,MARRIAGE,PAY_AMT6,PAY_3,PAY_4,BILL_AMT6,EDUCATION,PAY_AMT5,BILL_AMT3,PAY_AMT4,BILL_AMT4,BILL_AMT2,LIMIT_BAL,PAY_AMT3,SEX,target
26,0,87717.0,2782.0,9156.0,4294,0,75499.0,0,0,2,2652.0,0,0,73540.0,2,2651.0,83632.0,2688.0,81133.0,93707.0,310000.0,4013.0,2,0
40,2,151996.0,7549.0,7800.0,4297,0,128276.0,0,0,1,0.0,0,0,130419.0,3,5000.0,157605.0,15000.0,133904.0,155371.0,290000.0,10000.0,1,0
37,0,108784.0,0.0,4800.0,4302,0,31457.0,1,2,1,1300.0,2,0,32134.0,2,1200.0,106317.0,1200.0,30906.0,110405.0,150000.0,1240.0,2,1
31,-1,3680.0,0.0,13517.0,4303,-1,6113.0,-1,-1,1,6324.0,2,-1,8745.0,1,8745.0,3225.0,6113.0,4230.0,9995.0,360000.0,4230.0,2,0
44,-1,11770.0,922.0,4740.0,4305,-1,4059.0,-1,-1,1,7000.0,-1,-1,5588.0,2,5588.0,922.0,4059.0,4665.0,4719.0,40000.0,4665.0,2,0
28,-2,49703.0,1448.0,1761.0,4309,-2,28036.0,-2,-2,2,1155.0,-2,-2,28772.0,2,1200.0,26924.0,1020.0,27458.0,50237.0,50000.0,982.0,1,0
34,-1,324.0,326.0,828.0,4310,-1,326.0,-1,-1,2,326.0,-1,-1,476.0,1,476.0,326.0,326.0,326.0,826.0,260000.0,326.0,1,0
49,-1,316.0,4866.0,316.0,4312,-1,316.0,-1,-1,2,316.0,-1,-1,4843.0,1,4843.0,4866.0,316.0,316.0,316.0,260000.0,316.0,1,0
32,0,3450.0,16239.0,12174.0,4313,0,19189.0,-1,-1,2,277.0,-1,-1,13947.0,1,400.0,16152.0,529.0,19443.0,12113.0,200000.0,19446.0,2,0
32,-2,0.0,15093.0,2300.0,4315,-2,0.0,1,-1,2,0.0,-1,-1,0.0,1,0.0,15093.0,0.0,0.0,2300.0,200000.0,0.0,2,0
26,0,6690.0,1500.0,2600.0,4316,0,3403.0,0,0,2,0.0,0,0,3748.0,2,402.0,8515.0,1000.0,6584.0,8628.0,20000.0,1500.0,2,0
34,-1,28014.0,1200.0,1694.0,4318,0,14793.0,0,0,2,2759.0,0,0,404.0,2,1000.0,29254.0,2000.0,19837.0,29248.0,30000.0,8697.0,1,0
40,0,73784.0,3426.0,3663.0,4319,0,93786.0,0,0,1,3185.0,0,0,92728.0,3,3197.0,53032.0,93276.0,29086.0,73815.0,170000.0,1317.0,2,0
30,0,8432.0,1200.0,1300.0,4322,0,12178.0,0,0,1,1000.0,0,0,13962.0,2,2000.0,10637.0,1000.0,11965.0,9596.0,70000.0,1507.0,2,0
31,0,533142.0,14000.0,3089.0,4324,0,46420.0,2,2,2,2000.0,2,0,14540.0,2,14000.0,413844.0,1500.0,305875.0,504834.0,500000.0,14000.0,1,0
49,2,15945.0,3113.0,1288.0,4325,2,18740.0,0,0,2,663.0,0,3,20219.0,2,1800.0,19796.0,0.0,19188.0,16971.0,20000.0,0.0,2,0
24,-1,0.0,3230.0,0.0,4330,-1,10000.0,1,-2,2,0.0,-1,-1,0.0,2,0.0,3230.0,10000.0,1085.0,0.0,150000.0,1085.0,2,0
36,0,326.0,326.0,326.0,4336,-1,652.0,-1,-1,1,290.0,-1,-1,326.0,3,0.0,326.0,652.0,326.0,326.0,120000.0,326.0,1,0
50,-1,3227.0,1000.0,0.0,4339,-2,0.0,3,2,1,0.0,0,0,2322.0,2,2322.0,3964.0,0.0,0.0,3029.0,150000.0,0.0,2,0
57,-1,3166.0,5726.0,552.0,4340,-2,0.0,-1,-1,1,799.0,-1,-1,749.0,1,749.0,3429.0,0.0,0.0,-206.0,330000.0,0.0,1,0
54,0,48580.0,1500.0,0.0,4350,0,27249.0,2,2,1,996.0,0,0,27521.0,2,986.0,30246.0,986.0,26953.0,47112.0,50000.0,1000.0,1,0
34,-1,326.0,326.0,326.0,4351,-1,476.0,-1,-1,2,326.0,-1,-1,476.0,1,476.0,326.0,476.0,326.0,326.0,170000.0,326.0,2,1
43,2,27862.0,1500.0,2000.0,4358,2,27833.0,0,0,1,0.0,0,0,29459.0,2,3000.0,29784.0,0.0,29884.0,29106.0,30000.0,2000.0,2,0
25,0,49772.0,1726.0,2082.0,4368,0,30297.0,0,0,1,886.0,0,0,28541.0,2,1135.0,50630.0,1061.0,30192.0,50261.0,50000.0,1013.0,2,0
25,-2,2017.0,381.0,0.0,4371,-1,429.0,-1,-1,2,398.0,-2,-1,0.0,4,0.0,381.0,429.0,1060.0,0.0,200000.0,1060.0,2,0
28,-1,181178.0,2000.0,4000.0,4373,-1,150.0,0,0,1,3690.0,-2,-2,193.0,1,193.0,62200.0,150.0,38000.0,86663.0,400000.0,1000.0,2,1
42,-2,0.0,0.0,0.0,4380,-2,0.0,1,-2,1,35910.0,-2,-2,0.0,1,0.0,0.0,0.0,0.0,0.0,210000.0,0.0,2,0
28,2,13159.0,7000.0,30000.0,4385,0,10186.0,-1,0,2,9579.0,0,0,4887.0,1,0.0,41831.0,5000.0,45893.0,39243.0,140000.0,8000.0,2,0
45,-1,28611.0,1290.0,1352.0,4386,-1,15525.0,0,0,2,0.0,0,0,0.0,3,0.0,19590.0,15525.0,18447.0,23312.0,30000.0,4150.0,2,0
39,0,143339.0,6000.0,20000.0,4392,0,113685.0,0,0,1,2000.0,0,0,98489.0,2,3000.0,112300.0,5000.0,110371.0,125864.0,170000.0,5000.0,1,0
25,-1,390.0,0.0,5250.0,4397,0,390.0,-1,-1,2,390.0,2,-1,390.0,1,390.0,390.0,0.0,780.0,5640.0,80000.0,780.0,2,0
50,2,95310.0,3800.0,4000.0,4402,0,108405.0,0,0,2,4000.0,0,0,106649.0,2,0.0,100214.0,7600.0,102496.0,97902.0,140000.0,3800.0,2,0
26,0,51212.0,1296.0,2000.0,4404,0,20125.0,0,0,2,1000.0,0,0,19010.0,2,698.0,19814.0,709.0,20210.0,50165.0,50000.0,692.0,1,0
28,-1,9780.0,11244.0,6712.0,4406,-1,8781.0,-1,-1,2,19035.0,-1,-1,11846.0,2,11872.0,11201.0,8806.0,9718.0,6672.0,360000.0,9747.0,1,0
27,0,50902.0,2300.0,2128.0,4408,0,19726.0,0,0,2,800.0,0,0,20140.0,2,700.0,49179.0,730.0,19747.0,50716.0,50000.0,1004.0,1,0
42,0,70542.0,3000.0,3000.0,4411,0,77444.0,0,0,2,6100.0,0,0,79154.0,3,3000.0,74192.0,2998.0,75660.0,72400.0,100000.0,2703.0,1,0
29,-1,1476.0,1476.0,1476.0,4422,-1,20976.0,-2,-2,2,1476.0,-2,-2,1476.0,1,1476.0,1476.0,20976.0,1476.0,1476.0,260000.0,1476.0,2,0
51,0,38434.0,1583.0,1681.0,4424,0,27316.0,0,0,1,0.0,0,0,0.0,2,0.0,39394.0,1183.0,33490.0,39492.0,50000.0,1347.0,1,0
41,-2,3907.0,0.0,13345.0,4426,-2,-4.0,-1,-1,1,0.0,-1,-2,-4.0,1,0.0,-4.0,0.0,-4.0,13253.0,380000.0,0.0,1,1
28,0,41799.0,2500.0,2027.0,4427,0,46843.0,0,0,1,1600.0,0,0,48062.0,2,2000.0,44625.0,2000.0,45579.0,43152.0,110000.0,2000.0,2,0
44,-1,26814.0,0.0,368.0,4428,-2,561.0,0,-1,1,3.0,-1,-2,3854.0,1,3878.0,0.0,561.0,0.0,367.0,200000.0,0.0,2,0
35,0,70098.0,7835.0,2598.0,4430,2,81244.0,0,0,1,4000.0,0,0,83268.0,2,3795.0,77604.0,0.0,82681.0,70972.0,260000.0,6386.0,2,0
45,0,45390.0,1660.0,2321.0,4438,0,20264.0,0,0,1,627.0,0,0,19064.0,2,1003.0,46549.0,1004.0,20084.0,46210.0,50000.0,3000.0,2,0
29,0,5618.0,1115.0,1125.0,4446,0,8403.0,0,0,1,154.0,0,0,9504.0,2,1252.0,7635.0,500.0,8020.0,6645.0,90000.0,500.0,2,0
52,2,90603.0,0.0,3900.0,4448,2,85868.0,2,2,1,0.0,2,2,91047.0,2,6500.0,86671.0,0.0,91280.0,92152.0,90000.0,6800.0,1,0
25,-1,0.0,0.0,0.0,4457,-2,0.0,1,-2,2,288.0,-2,-2,476.0,1,476.0,0.0,0.0,0.0,0.0,200000.0,0.0,2,1
39,-2,810.0,0.0,1000.0,4458,-2,0.0,-1,0,1,1040.0,0,-2,0.0,2,0.0,0.0,0.0,0.0,1810.0,450000.0,0.0,2,0
27,0,9837.0,21282.0,1010.0,4463,0,20289.0,0,0,1,400.0,0,0,19380.0,2,700.0,21682.0,1000.0,20833.0,3898.0,50000.0,694.0,1,0
52,-2,20208.0,3649.0,5209.0,4464,-2,2256.0,-1,-1,1,0.0,-2,-2,-119.0,2,0.0,3627.0,2267.0,2963.0,5183.0,220000.0,2977.0,2,0
36,0,75021.0,4231.0,2893.0,4468,0,48686.0,0,0,2,2000.0,0,0,47171.0,1,1675.0,73831.0,2500.0,46898.0,71101.0,70000.0,8000.0,2,0
38,0,380781.0,14100.0,16750.0,4469,0,305275.0,0,0,1,13500.0,0,0,303402.0,3,11100.0,373512.0,11000.0,304594.0,389354.0,380000.0,11000.0,2,0
52,0,106140.0,2000.0,3003.0,4473,0,41556.0,0,0,3,2000.0,0,0,42455.0,3,1590.0,58860.0,2000.0,45207.0,69025.0,130000.0,2000.0,1,1
44,0,188307.0,8000.0,6600.0,4476,0,196884.0,0,0,1,7236.0,0,0,199267.0,1,7181.0,184976.0,11000.0,188934.0,179988.0,240000.0,7000.0,2,0
39,0,39323.0,2013.0,7031.0,4480,0,15733.0,0,0,1,1003.0,0,0,17703.0,2,5007.0,38157.0,2007.0,15966.0,45625.0,50000.0,3005.0,1,0
40,2,-166.0,0.0,0.0,4481,2,414.0,1,-2,1,0.0,-2,-1,1098.0,1,1000.0,-1114.0,0.0,880.0,-482.0,100000.0,1994.0,2,0
50,-2,19062.0,1000.0,1333.0,4483,-1,0.0,0,0,2,0.0,0,-1,0.0,5,0.0,14725.0,0.0,780.0,19242.0,20000.0,780.0,1,0
45,0,20408.0,5000.0,6000.0,4487,0,23460.0,0,0,3,5000.0,0,0,27870.0,1,5000.0,14388.0,5000.0,18804.0,16422.0,50000.0,5000.0,1,0
27,0,89956.0,3000.0,2317.0,4490,0,67908.0,0,0,2,2305.0,0,0,63530.0,3,5000.0,63766.0,3000.0,65839.0,61868.0,130000.0,3000.0,1,0
26,2,32976.0,0.0,2000.0,4493,2,34548.0,2,2,2,0.0,2,2,36910.0,2,3100.0,33311.0,0.0,35246.0,34154.0,50000.0,2800.0,1,1
42,2,5674.0,2800.0,0.0,4495,0,9685.0,1,2,3,1000.0,0,0,9384.0,3,0.0,7968.0,1000.0,8829.0,5440.0,10000.0,1000.0,1,1
65,0,48341.0,1545.0,2068.0,4496,0,49530.0,0,0,1,0.0,0,0,28085.0,3,1321.0,47942.0,1658.0,48418.0,47465.0,50000.0,1171.0,1,0
24,0,52373.0,1940.0,1676.0,4501,0,39935.0,0,0,2,1533.0,0,0,41269.0,2,2000.0,39847.0,1451.0,39114.0,51839.0,160000.0,1400.0,2,1
25,0,68839.0,1659.0,3213.0,4512,0,26341.0,0,0,2,1100.0,0,0,26949.0,1,1200.0,61580.0,1107.0,29435.0,64027.0,70000.0,2000.0,2,0
34,0,212093.0,15038.0,18685.0,4513,0,216716.0,0,0,2,10000.0,0,0,232367.0,1,20000.0,214180.0,11001.0,226277.0,220586.0,280000.0,23084.0,1,0
29,0,113736.0,3000.0,4028.0,4516,0,35306.0,0,0,1,2000.0,0,0,36217.0,2,1500.0,83649.0,2000.0,46513.0,99346.0,230000.0,2000.0,1,0
40,0,277185.0,11982.0,10257.0,4519,0,300646.0,0,0,2,11326.0,0,0,306652.0,2,10971.0,290274.0,10879.0,294508.0,282983.0,470000.0,10536.0,2,0
33,-1,1110.0,1416.0,1110.0,4524,-1,1416.0,-1,-1,1,5723.0,-1,-1,1416.0,1,1416.0,1416.0,1416.0,1416.0,1110.0,500000.0,1416.0,2,0
25,-2,11391.0,10048.0,1286.0,4526,-1,0.0,0,0,2,0.0,0,-1,0.0,2,0.0,16297.0,0.0,1000.0,8081.0,50000.0,1003.0,1,0
31,2,167358.0,3000.0,11000.0,4529,2,181658.0,0,0,2,10007.0,2,2,185523.0,3,6200.0,174261.0,5000.0,179026.0,175635.0,200000.0,7001.0,2,0
29,0,14275.0,1185.0,1297.0,4533,0,15920.0,0,0,1,324.0,0,0,15338.0,2,557.0,16223.0,510.0,15594.0,15335.0,20000.0,492.0,1,0
33,-1,2323.0,1152.0,5434.0,4537,-1,4866.0,-1,-1,1,1993.0,-1,-1,9334.0,2,9533.0,1152.0,4866.0,56891.0,5430.0,270000.0,56891.0,2,0
56,2,0.0,17901.0,0.0,4538,0,20269.0,1,-2,2,0.0,-1,0,11180.0,1,0.0,17901.0,2210.0,18217.0,0.0,20000.0,519.0,1,0
33,0,153833.0,5002.0,7107.0,4541,0,132260.0,0,0,2,3800.0,0,0,110427.0,2,4346.0,145440.0,4620.0,140057.0,153648.0,180000.0,4470.0,2,0
29,2,80234.0,5001.0,2000.0,4543,2,85574.0,2,2,2,6410.0,2,2,84039.0,2,0.0,83130.0,3100.0,83961.0,80369.0,100000.0,3100.0,2,0
24,0,184761.0,10000.0,0.0,4547,2,179764.0,2,3,1,6097.0,2,2,181627.0,1,6118.0,183158.0,0.0,183890.0,178939.0,220000.0,6300.0,2,1
28,0,54663.0,3000.0,11000.0,4548,0,17651.0,0,0,2,10000.0,0,0,18994.0,3,3000.0,44095.0,2000.0,25454.0,46147.0,200000.0,3000.0,1,0
32,0,19637.0,8111.0,242247.0,4554,0,191248.0,-2,-2,1,7022.0,-1,0,183157.0,2,6509.0,8111.0,7000.0,198877.0,239770.0,350000.0,198748.0,2,0
38,0,4438.0,3000.0,3000.0,4562,0,12412.0,0,0,1,0.0,0,0,13745.0,1,1500.0,9948.0,2000.0,10528.0,7211.0,220000.0,1000.0,2,0
23,0,27275.0,2000.0,2000.0,4569,0,27062.0,0,0,2,2500.0,0,0,28703.0,2,2100.0,28183.0,2000.0,25484.0,26948.0,30000.0,1400.0,1,0
29,0,163982.0,5540.0,6150.0,4571,0,119910.0,0,0,2,4300.0,0,0,117993.0,2,4500.0,154469.0,4300.0,121367.0,161499.0,160000.0,4205.0,1,0
22,0,6514.0,3000.0,1500.0,4576,0,10496.0,0,0,2,404.0,0,0,10933.0,4,1000.0,9981.0,600.0,10442.0,7513.0,50000.0,1000.0,1,0
29,-2,0.0,0.0,194.0,4577,-2,0.0,1,-1,2,217.0,-1,-2,0.0,1,0.0,0.0,0.0,0.0,194.0,90000.0,0.0,2,0
23,0,652.0,326.0,0.0,4579,0,24572.0,-1,2,2,830.0,-1,-1,24918.0,2,1075.0,326.0,886.0,26370.0,326.0,40000.0,26370.0,2,1
50,2,177088.0,6998.0,0.0,4580,2,163943.0,1,2,1,5014.0,2,2,162195.0,3,4526.0,175766.0,5921.0,171377.0,172365.0,200000.0,4558.0,1,1
43,0,33131.0,1500.0,2000.0,4581,0,30587.0,0,0,1,1000.0,0,0,25938.0,2,2000.0,32222.0,1000.0,32877.0,33121.0,120000.0,1000.0,1,0
22,2,31176.0,0.0,0.0,4583,0,30121.0,-1,3,2,1200.0,2,0,28013.0,2,0.0,29205.0,2400.0,29090.0,30408.0,30000.0,1013.0,2,0
31,-2,0.0,0.0,0.0,4586,-2,0.0,1,-2,1,0.0,-2,-2,0.0,1,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,2,0
25,0,29820.0,2000.0,2306.0,4588,0,20842.0,0,0,2,29651.0,0,0,16386.0,2,1500.0,19664.0,2000.0,19258.0,24513.0,80000.0,1000.0,1,0
43,0,30106.0,1641.0,1878.0,4589,0,29224.0,2,0,1,960.0,0,0,29346.0,2,1109.0,30699.0,934.0,30038.0,30566.0,50000.0,1000.0,1,1
36,0,92480.0,5000.0,4000.0,4590,0,97227.0,0,0,2,4000.0,0,0,101272.0,1,8000.0,97286.0,4000.0,97196.0,94089.0,170000.0,3000.0,1,0
45,-2,0.0,0.0,479.0,4591,-2,0.0,1,-1,1,0.0,-1,-2,0.0,1,0.0,0.0,0.0,0.0,479.0,200000.0,0.0,1,1
35,0,27560.0,2000.0,1701.0,4596,0,5623.0,0,0,1,3000.0,0,0,6880.0,1,2000.0,19960.0,1000.0,6199.0,22441.0,80000.0,2000.0,2,0
30,-1,264.0,264.0,264.0,4597,-1,264.0,-1,-1,2,0.0,-1,-1,264.0,1,264.0,264.0,264.0,264.0,264.0,60000.0,264.0,1,1
49,-1,4029.0,2866.0,4054.0,4603,-1,4697.0,0,-1,1,0.0,-1,-1,1719.0,3,1735.0,2842.0,4697.0,3910.0,4048.0,150000.0,4082.0,1,0
29,0,10721.0,1500.0,2000.0,4605,0,15525.0,0,0,1,0.0,0,0,0.0,2,0.0,13817.0,1000.0,14983.0,25066.0,30000.0,1400.0,1,0
30,2,75406.0,3000.0,3300.0,4609,2,81089.0,2,2,2,3100.0,2,2,82796.0,2,3200.0,78047.0,3152.0,79362.0,76907.0,160000.0,3200.0,1,0
23,0,151669.0,5598.0,5900.0,4610,0,77642.0,0,0,2,3000.0,0,0,78542.0,1,3000.0,147323.0,2800.0,112904.0,152794.0,150000.0,4440.0,2,0
24,0,18821.0,1300.0,2000.0,4613,0,20204.0,0,0,2,1000.0,0,0,20239.0,1,1000.0,18942.0,2500.0,20179.0,18714.0,20000.0,1500.0,2,0
30,-1,754.0,4851.0,0.0,4621,-1,711.0,-1,-1,2,0.0,-1,-1,5650.0,1,5650.0,4410.0,711.0,0.0,-441.0,230000.0,0.0,2,0
37,-1,1854.0,3195.0,1346.0,4625,-1,7363.0,0,-1,1,4390.0,-1,0,1546.0,2,1546.0,3195.0,7383.0,1932.0,1346.0,240000.0,0.0,2,0
40,-2,0.0,0.0,0.0,4628,-2,0.0,-2,-2,1,200.0,-2,-2,0.0,2,0.0,0.0,0.0,0.0,0.0,160000.0,0.0,2,0
46,-1,20614.0,3007.0,5001.0,4630,-1,1147.0,0,0,2,3000.0,0,0,5492.0,1,5492.0,15341.0,1147.0,15985.0,18050.0,500000.0,8000.0,2,0
26,0,16385.0,2484.0,1700.0,4632,0,19052.0,0,0,2,4000.0,0,0,9097.0,2,363.0,19302.0,475.0,18818.0,17518.0,20000.0,1000.0,2,0
27,-1,13301.0,780.0,1400.0,4634,-1,42958.0,0,-1,2,0.0,-1,-1,44849.0,1,3500.0,780.0,42958.0,390.0,1400.0,50000.0,390.0,2,0
28,-1,-9802.0,103.0,10000.0,4636,-1,386.0,1,-1,2,2000.0,-1,0,11504.0,3,11504.0,103.0,386.0,249.0,99.0,50000.0,245.0,1,0
25,-1,3363.0,1473.0,174.0,4637,0,390.0,-1,-1,1,0.0,-1,-1,780.0,3,780.0,1473.0,0.0,390.0,174.0,90000.0,780.0,2,1
39,-2,11391.0,3200.0,0.0,4640,0,0.0,1,2,2,0.0,0,0,0.0,3,0.0,13554.0,0.0,12134.0,10923.0,230000.0,0.0,2,0
45,0,48719.0,2503.0,2212.0,4642,0,19992.0,0,0,2,1000.0,0,0,20054.0,1,1000.0,32538.0,1000.0,20270.0,49966.0,50000.0,693.0,1,0
47,-1,1887.0,12148.0,43542.0,4645,-1,10880.0,-1,-1,1,1080.0,-1,-1,880.0,2,880.0,12148.0,10880.0,880.0,43542.0,90000.0,880.0,2,0
44,-1,5287.0,7146.0,5717.0,4648,-1,5280.0,-1,-1,2,0.0,-1,-1,5930.0,1,5930.0,7146.0,5280.0,5930.0,5717.0,140000.0,5930.0,1,0
44,-2,0.0,0.0,0.0,4649,-2,0.0,1,-2,2,0.0,-2,-2,0.0,1,0.0,0.0,0.0,0.0,0.0,230000.0,0.0,2,1
30,0,4830.0,1000.0,0.0,4653,0,20302.0,-1,-1,2,4213.0,-1,-1,25112.0,1,5112.0,1000.0,5302.0,15385.0,0.0,210000.0,15385.0,1,0
23,0,26956.0,1448.0,1462.0,4663,0,28554.0,0,0,2,1028.0,0,0,28718.0,3,1024.0,28192.0,1032.0,28356.0,27596.0,50000.0,1002.0,2,0
34,-2,0.0,862.0,0.0,4664,-1,0.0,1,-2,1,10000.0,-1,-1,0.0,2,0.0,862.0,0.0,41300.0,0.0,80000.0,41300.0,1,0
30,0,46307.0,0.0,6000.0,4668,0,52998.0,0,0,2,2000.0,2,0,54264.0,1,2300.0,50109.0,3000.0,50979.0,51232.0,60000.0,2000.0,1,0
42,0,75264.0,4613.0,3200.0,4669,0,29174.0,0,0,2,966.0,0,0,29444.0,2,1500.0,78078.0,1500.0,28868.0,75919.0,80000.0,1100.0,1,0
57,0,25551.0,759.0,2733.0,4670,0,14966.0,0,0,1,2281.0,2,0,13220.0,2,3259.0,18027.0,6326.0,13836.0,22957.0,50000.0,500.0,1,1
27,2,48655.0,5021.0,460.0,4674,2,45751.0,2,2,2,37.0,2,2,46497.0,2,2005.0,44015.0,10000.0,36724.0,45570.0,50000.0,0.0,1,1
53,0,135903.0,14004.0,7474.0,4677,0,134417.0,0,0,1,4594.0,0,0,134490.0,5,5090.0,144913.0,4750.0,135063.0,137719.0,150000.0,4876.0,2,0
32,-2,0.0,0.0,0.0,4685,-2,0.0,1,-2,2,0.0,-2,-2,0.0,2,0.0,0.0,0.0,0.0,0.0,180000.0,0.0,2,0
36,-2,8183.0,5478.0,10617.0,4693,-1,-8632.0,-1,-1,1,253.0,-1,-1,-11922.0,1,380.0,5453.0,14.0,739.0,10554.0,380000.0,784.0,2,0
41,-1,0.0,0.0,340.0,4703,0,148.0,1,-1,1,7296.0,-1,-1,198.0,3,198.0,0.0,0.0,148.0,340.0,200000.0,148.0,2,1
41,-1,0.0,0.0,0.0,4706,-1,962.0,1,-2,3,380.0,-2,-1,821.0,2,821.0,0.0,962.0,3355.0,0.0,150000.0,4026.0,2,0
32,-1,30382.0,7060.0,54608.0,4711,-1,12122.0,1,-1,2,52681.0,0,0,3685.0,2,11304.0,48599.0,32132.0,-250.0,45888.0,50000.0,112.0,2,0
24,-1,54809.0,2188.0,0.0,4713,0,0.0,0,0,2,1000.0,-1,0,27248.0,2,27248.0,1188.0,0.0,792.0,-827.0,60000.0,0.0,1,0
38,0,19277.0,1306.0,1400.0,4717,0,18587.0,0,0,1,0.0,0,0,20767.0,3,2500.0,20977.0,685.0,20695.0,20060.0,80000.0,1019.0,1,0
33,0,54660.0,1500.0,1879.0,4718,0,28086.0,0,0,1,1000.0,0,0,29119.0,2,1500.0,44057.0,1019.0,27510.0,49907.0,60000.0,1000.0,2,0
38,-1,10867.0,0.0,2719.0,4721,-1,478.0,-1,-1,1,0.0,-1,-1,387.0,1,387.0,0.0,478.0,11900.0,2719.0,410000.0,11900.0,1,0
34,0,14038.0,1500.0,12000.0,4722,0,29695.0,0,0,2,2000.0,0,0,31223.0,1,1800.0,26526.0,1860.0,28082.0,25558.0,240000.0,1800.0,2,0
31,-2,8350.0,1001.0,2001.0,4724,-2,56.0,0,0,2,501.0,0,0,167.0,2,501.0,5134.0,201.0,245.0,4750.0,200000.0,501.0,2,0
46,0,35916.0,1300.0,1711.0,4725,0,23123.0,1,2,1,0.0,0,0,30680.0,2,13000.0,27555.0,1123.0,26574.0,30711.0,180000.0,7504.0,2,0
42,0,50806.0,1454.0,1545.0,4727,0,28601.0,0,0,2,1015.0,0,0,29215.0,5,1091.0,29003.0,1039.0,28911.0,48798.0,50000.0,1019.0,2,1
34,-2,597.0,626.0,6507.0,4730,-2,626.0,-2,-1,1,626.0,-1,-2,626.0,1,626.0,626.0,626.0,626.0,6449.0,240000.0,626.0,2,0
52,-1,1122.0,792.0,5000.0,4734,-1,396.0,-1,-1,2,39316.0,-1,-1,396.0,2,396.0,396.0,396.0,1176.0,5000.0,320000.0,1176.0,1,0
48,-1,28352.0,75212.0,35465.0,4736,-1,33050.0,-1,-1,1,22289.0,-1,-1,22185.0,2,22289.0,74846.0,33209.0,37985.0,35294.0,500000.0,38169.0,1,0
36,2,19606.0,0.0,0.0,4741,0,20379.0,1,3,1,1000.0,2,0,18720.0,2,0.0,18409.0,2000.0,18823.0,19017.0,50000.0,1000.0,1,0
24,-2,0.0,0.0,0.0,4743,-2,0.0,1,-2,2,0.0,-2,-2,0.0,2,0.0,0.0,0.0,0.0,0.0,90000.0,0.0,2,1
60,-2,-20.0,2020.0,0.0,4748,-2,0.0,1,-2,1,0.0,-1,-1,0.0,2,0.0,2000.0,0.0,0.0,-20.0,260000.0,0.0,2,0
45,0,35116.0,1500.0,1441.0,4751,0,21749.0,0,0,1,829.0,0,0,22386.0,2,1000.0,25088.0,1000.0,21090.0,26171.0,50000.0,756.0,2,1
25,0,1789.0,0.0,48731.0,4756,0,500.0,-1,-1,2,0.0,2,0,0.0,2,0.0,48731.0,0.0,46882.0,50005.0,50000.0,2102.0,1,0
51,-2,10063.0,11888.0,10395.0,4759,-2,26476.0,-2,-2,1,11522.0,-2,-2,8974.0,1,8974.0,11579.0,26476.0,68712.0,10166.0,500000.0,88612.0,1,0
44,-1,16731.0,0.0,4864.0,4767,-1,3267.0,-1,-1,1,0.0,-1,-2,3438.0,1,3455.0,-16.0,3283.0,-16.0,4840.0,360000.0,0.0,1,0
37,2,17039.0,9571.0,7540.0,4769,-1,4201.0,-1,-1,1,24037.0,0,-1,622.0,1,0.0,9574.0,4918.0,1727.0,7113.0,220000.0,1739.0,1,0
24,0,27963.0,2001.0,2001.0,4774,0,25022.0,0,0,2,1003.0,0,0,29608.0,2,7004.0,29381.0,1006.0,29140.0,28715.0,50000.0,1014.0,1,0
25,0,61943.0,1900.0,2215.0,4777,0,48476.0,0,0,1,1485.0,0,0,49815.0,3,2300.0,57045.0,1920.0,50652.0,61458.0,80000.0,1800.0,2,0
53,-1,0.0,0.0,3333.0,4779,0,6346.0,1,-1,2,0.0,-1,-1,3600.0,2,4000.0,0.0,1000.0,8796.0,3333.0,50000.0,8796.0,1,0
36,-2,0.0,0.0,0.0,4783,-2,0.0,1,-2,2,0.0,-2,-2,0.0,1,0.0,0.0,0.0,0.0,0.0,230000.0,0.0,2,0
25,0,19225.0,2000.0,2000.0,4795,-1,62349.0,0,0,2,2000.0,0,0,52791.0,2,2000.0,11864.0,65349.0,10004.0,16375.0,230000.0,5000.0,2,0
41,0,21709.0,1639.0,1378.0,4797,0,24832.0,0,0,1,1100.0,0,0,25269.0,2,1000.0,23693.0,1132.0,24089.0,22432.0,80000.0,1089.0,2,0
22,0,46450.0,2016.0,2200.0,4801,0,43256.0,0,0,1,1018.0,0,0,13342.0,3,1020.0,48456.0,2092.0,44546.0,47599.0,50000.0,2009.0,1,0
41,0,45284.0,4562.0,1844.0,4803,0,19652.0,0,0,2,655.0,0,0,18889.0,2,700.0,47169.0,847.0,19096.0,43951.0,50000.0,667.0,1,0
43,0,50665.0,1407.0,1940.0,4812,0,20321.0,0,0,2,520.0,0,0,20387.0,2,796.0,47862.0,730.0,20246.0,50854.0,50000.0,704.0,1,1
38,-2,604.0,0.0,0.0,4815,-2,0.0,-1,-1,1,0.0,-2,-2,0.0,1,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,1,0
37,0,44828.0,2056.0,2005.0,4816,0,41425.0,0,0,3,1680.0,0,0,42536.0,2,1797.0,43122.0,1501.0,43803.0,43746.0,50000.0,1737.0,1,0
35,0,51505.0,2200.0,2500.0,4820,0,46657.0,0,0,2,2000.0,0,0,48233.0,1,5000.0,48280.0,2000.0,46978.0,50581.0,50000.0,2000.0,2,0
